cust_id,ref_date,churn
229,2017-07-01,0
230,2017-09-01,0
231,2017-09-01,0
233,2018-12-01,0
234,2018-11-01,0
235,2018-06-01,0
236,2018-12-01,0
237,2017-10-01,0
239,2018-07-01,0
241,2017-10-01,0
242,2018-06-01,0
243,2018-11-01,0
244,2018-06-01,0
245,2018-05-01,0
246,2017-10-01,0
247,2018-04-01,0
249,2017-12-01,0
250,2018-02-01,0
251,2018-11-01,0
252,2018-10-01,0
253,2018-09-01,0
254,2017-12-01,1
255,2018-03-01,0
257,2017-09-01,0
258,2018-03-01,0
259,2017-09-01,0
260,2018-03-01,0
263,2018-03-01,0
266,2018-06-01,0
268,2018-11-01,0
269,2018-05-01,0
270,2018-01-01,0
273,2018-01-01,0
275,2018-04-01,1
276,2018-01-01,0
277,2017-11-01,1
278,2018-12-01,0
280,2018-05-01,0
282,2018-12-01,0
283,2018-09-01,1
284,2018-01-01,0
285,2017-08-01,0
286,2017-09-01,0
287,2018-05-01,0
289,2017-08-01,1
290,2017-10-01,0
291,2018-05-01,0
292,2018-11-01,0
293,2017-11-01,0
294,2018-12-01,0
295,2018-02-01,0
297,2018-08-01,0
299,2018-08-01,0
300,2017-11-01,0
302,2018-06-01,0
305,2017-07-01,0
307,2018-06-01,0
308,2018-12-01,0
309,2018-10-01,0
310,2018-05-01,0
311,2018-02-01,0
312,2018-10-01,0
313,2017-10-01,0
314,2018-09-01,0
315,2017-09-01,0
316,2018-10-01,0
317,2018-10-01,0
318,2017-09-01,0
321,2018-04-01,0
323,2018-09-01,1
324,2017-08-01,1
325,2017-07-01,0
326,2017-11-01,0
327,2018-06-01,0
328,2017-11-01,0
329,2018-02-01,0
330,2018-10-01,0
331,2017-10-01,0
332,2018-11-01,0
333,2017-09-01,0
335,2017-11-01,0
336,2018-09-01,0
338,2017-11-01,0
339,2018-02-01,0
342,2018-08-01,0
343,2018-05-01,0
344,2018-03-01,0
345,2018-09-01,0
346,2018-09-01,0
347,2018-02-01,0
348,2017-07-01,0
351,2017-10-01,0
353,2018-05-01,0
355,2018-06-01,0
356,2018-06-01,0
358,2017-08-01,0
359,2017-08-01,0
360,2018-01-01,0
361,2018-06-01,0
362,2018-11-01,0
364,2018-06-01,0
366,2018-05-01,0
368,2017-10-01,1
369,2017-10-01,0
370,2018-08-01,0
371,2018-08-01,0
372,2018-06-01,0
376,2018-01-01,0
378,2018-02-01,0
379,2018-08-01,0
380,2018-07-01,0
381,2018-07-01,1
383,2018-05-01,0
384,2018-01-01,0
386,2017-07-01,0
387,2018-03-01,0
389,2017-07-01,0
390,2018-09-01,1
392,2018-08-01,0
393,2017-10-01,0
394,2018-02-01,0
395,2018-08-01,0
396,2017-12-01,1
398,2018-02-01,0
399,2017-09-01,0
400,2018-10-01,0
402,2018-11-01,0
403,2017-09-01,0
404,2017-09-01,1
405,2018-01-01,0
406,2017-12-01,0
407,2018-10-01,0
408,2018-12-01,0
409,2018-12-01,0
412,2018-02-01,0
413,2018-02-01,1
414,2017-09-01,0
415,2018-09-01,0
418,2017-12-01,0
420,2017-12-01,0
421,2017-07-01,0
422,2017-10-01,0
423,2018-08-01,0
424,2018-08-01,0
425,2018-03-01,0
426,2018-02-01,0
428,2017-10-01,1
429,2018-04-01,1
430,2018-06-01,0
433,2017-09-01,1
434,2018-02-01,0
435,2018-03-01,1
436,2017-11-01,0
437,2017-09-01,1
439,2018-10-01,0
440,2018-01-01,0
441,2018-09-01,0
442,2018-07-01,0
444,2018-02-01,1
445,2018-01-01,0
448,2017-11-01,0
449,2017-10-01,0
450,2018-07-01,0
451,2017-08-01,0
452,2018-02-01,0
453,2018-05-01,0
456,2017-10-01,0
458,2017-09-01,0
459,2018-12-01,0
461,2017-11-01,1
464,2017-12-01,0
466,2017-09-01,0
467,2018-04-01,1
468,2018-07-01,0
469,2018-06-01,0
470,2018-02-01,0
471,2017-07-01,0
474,2018-03-01,0
477,2018-10-01,0
480,2018-04-01,0
481,2017-11-01,1
482,2018-03-01,0
485,2017-09-01,0
486,2018-12-01,0
487,2018-12-01,0
488,2018-04-01,0
489,2018-01-01,0
490,2017-07-01,0
493,2017-12-01,0
494,2017-07-01,0
496,2018-11-01,1
497,2017-09-01,0
498,2017-08-01,0
502,2017-10-01,0
503,2018-12-01,0
505,2017-11-01,0
507,2018-03-01,0
509,2018-09-01,0
510,2018-12-01,0
511,2018-01-01,1
513,2017-08-01,0
514,2017-11-01,0
515,2018-01-01,0
516,2018-02-01,0
517,2018-09-01,1
521,2018-02-01,0
523,2018-06-01,0
524,2018-07-01,0
528,2018-05-01,0
529,2017-10-01,0
532,2018-12-01,1
533,2017-07-01,0
534,2017-11-01,0
536,2017-12-01,0
538,2018-01-01,0
540,2018-06-01,1
541,2017-10-01,0
542,2017-07-01,0
544,2018-11-01,0
546,2017-09-01,0
547,2018-02-01,0
548,2018-07-01,0
550,2018-11-01,0
551,2018-02-01,1
553,2018-08-01,0
554,2018-05-01,0
555,2017-11-01,0
558,2017-07-01,0
560,2018-12-01,0
561,2017-09-01,0
567,2018-12-01,0
569,2017-08-01,1
570,2017-10-01,0
571,2018-05-01,0
572,2017-09-01,0
573,2018-08-01,0
576,2017-08-01,0
577,2018-04-01,0
579,2018-02-01,0
580,2017-10-01,0
581,2018-06-01,0
582,2018-07-01,0
583,2018-10-01,0
584,2018-02-01,0
586,2018-07-01,0
587,2018-01-01,0
590,2018-06-01,0
591,2017-07-01,0
593,2018-02-01,1
595,2018-09-01,0
596,2018-08-01,0
597,2017-10-01,0
598,2018-10-01,0
599,2017-10-01,1
601,2017-09-01,0
602,2018-12-01,0
603,2017-10-01,0
605,2018-12-01,0
607,2018-05-01,0
608,2017-07-01,0
612,2017-10-01,0
613,2018-09-01,0
614,2017-12-01,1
615,2017-11-01,0
617,2018-12-01,0
620,2018-05-01,0
621,2018-06-01,0
623,2018-02-01,1
624,2018-07-01,1
625,2018-10-01,0
628,2017-07-01,0
629,2018-10-01,0
630,2017-09-01,0
631,2018-01-01,0
633,2018-01-01,0
635,2018-06-01,0
636,2017-12-01,0
637,2018-03-01,0
638,2018-07-01,0
641,2018-09-01,0
645,2018-09-01,0
646,2018-01-01,0
647,2017-07-01,1
648,2018-04-01,0
649,2017-09-01,0
650,2018-03-01,0
652,2017-09-01,1
653,2017-08-01,1
654,2018-05-01,0
656,2017-09-01,0
657,2018-10-01,0
660,2018-01-01,0
661,2018-05-01,0
662,2018-07-01,0
663,2017-12-01,0
664,2018-01-01,0
665,2017-12-01,0
667,2017-09-01,1
669,2018-12-01,0
673,2017-09-01,0
675,2017-08-01,0
676,2018-06-01,0
677,2018-09-01,0
680,2018-03-01,0
681,2017-10-01,0
682,2018-01-01,1
683,2017-11-01,0
686,2018-02-01,0
688,2018-02-01,0
689,2017-10-01,1
692,2017-10-01,0
696,2018-09-01,0
697,2017-10-01,0
698,2017-10-01,0
699,2018-01-01,0
700,2018-08-01,0
701,2017-10-01,0
702,2018-03-01,1
703,2018-05-01,0
704,2017-09-01,0
705,2018-07-01,0
706,2017-07-01,0
708,2018-12-01,0
709,2017-08-01,0
711,2017-11-01,0
712,2017-11-01,0
714,2017-08-01,0
715,2018-05-01,0
716,2018-09-01,0
717,2018-07-01,0
719,2018-11-01,0
721,2018-04-01,0
725,2018-02-01,0
728,2018-07-01,0
731,2018-12-01,0
733,2018-11-01,1
736,2018-07-01,0
737,2017-08-01,0
738,2018-06-01,0
739,2017-11-01,0
741,2017-12-01,0
742,2017-12-01,0
743,2017-12-01,0
744,2018-10-01,0
746,2018-08-01,0
748,2018-04-01,0
749,2018-01-01,0
751,2017-08-01,0
752,2017-07-01,0
753,2018-03-01,0
755,2018-07-01,0
759,2017-09-01,0
760,2017-09-01,0
762,2017-09-01,0
763,2018-11-01,1
764,2017-08-01,0
766,2018-04-01,0
771,2018-11-01,0
772,2017-09-01,0
777,2017-12-01,0
779,2018-02-01,0
782,2018-01-01,1
783,2018-08-01,0
785,2018-10-01,0
786,2018-10-01,0
788,2018-09-01,0
791,2018-12-01,0
792,2017-10-01,0
795,2018-07-01,0
796,2018-02-01,0
797,2018-07-01,0
801,2018-06-01,0
802,2017-10-01,1
804,2018-01-01,1
805,2018-04-01,0
806,2018-11-01,0
807,2018-10-01,0
808,2017-12-01,0
813,2018-01-01,0
816,2017-08-01,0
817,2017-10-01,0
820,2018-05-01,0
821,2018-06-01,0
822,2017-10-01,0
823,2018-05-01,0
824,2018-09-01,0
825,2017-12-01,0
826,2018-03-01,0
827,2018-03-01,0
828,2018-07-01,0
829,2018-03-01,0
830,2018-12-01,0
831,2018-02-01,0
832,2018-05-01,0
833,2018-04-01,0
834,2017-11-01,0
835,2018-11-01,0
836,2017-12-01,0
837,2018-02-01,0
842,2018-11-01,0
846,2018-06-01,0
848,2018-02-01,0
849,2018-06-01,0
851,2018-07-01,0
857,2018-06-01,0
858,2018-10-01,0
859,2017-11-01,0
862,2018-08-01,0
863,2018-07-01,0
865,2018-10-01,0
867,2017-08-01,0
868,2018-01-01,0
869,2017-11-01,0
870,2018-12-01,0
871,2017-07-01,0
872,2017-11-01,0
873,2018-12-01,1
874,2018-09-01,0
875,2018-11-01,0
877,2018-03-01,1
879,2018-07-01,0
883,2017-10-01,0
886,2018-09-01,0
887,2018-10-01,0
889,2017-09-01,0
890,2018-09-01,0
891,2018-12-01,0
892,2018-08-01,0
895,2017-09-01,0
896,2018-07-01,0
898,2018-12-01,0
900,2017-10-01,0
904,2017-11-01,1
905,2017-11-01,0
907,2018-04-01,0
908,2018-09-01,0
909,2018-05-01,0
915,2018-09-01,1
917,2017-09-01,0
918,2018-04-01,1
919,2018-01-01,0
921,2018-12-01,0
922,2018-08-01,1
923,2018-09-01,0
924,2017-08-01,0
925,2017-09-01,0
926,2018-07-01,0
927,2018-09-01,0
928,2017-09-01,1
929,2017-11-01,0
930,2017-11-01,0
931,2017-10-01,0
932,2018-08-01,0
933,2017-07-01,0
934,2018-08-01,0
935,2018-06-01,0
936,2018-06-01,0
937,2018-11-01,0
938,2018-07-01,0
939,2018-12-01,0
943,2018-07-01,0
944,2018-06-01,0
945,2017-12-01,0
946,2018-09-01,0
947,2017-10-01,0
950,2017-09-01,0
952,2017-09-01,0
953,2018-12-01,0
954,2017-09-01,0
955,2018-06-01,0
957,2018-06-01,1
958,2018-10-01,0
959,2018-12-01,0
960,2018-05-01,0
964,2017-11-01,0
965,2018-11-01,0
966,2018-12-01,0
967,2018-03-01,0
968,2018-12-01,0
972,2018-10-01,0
973,2018-01-01,0
975,2018-03-01,0
976,2018-07-01,0
977,2018-02-01,0
978,2018-02-01,0
980,2017-10-01,0
983,2017-10-01,0
984,2017-09-01,0
986,2018-08-01,0
987,2018-05-01,0
990,2017-08-01,1
991,2018-12-01,0
992,2018-04-01,0
993,2017-10-01,0
994,2018-12-01,0
995,2017-11-01,0
996,2018-08-01,0
999,2018-03-01,0
1001,2018-09-01,0
1002,2018-04-01,1
1003,2018-06-01,0
1004,2017-10-01,0
1005,2018-04-01,0
1006,2018-10-01,0
1008,2017-07-01,0
1009,2018-12-01,0
1014,2018-05-01,0
1015,2017-09-01,0
1016,2018-01-01,0
1020,2018-10-01,0
1022,2017-09-01,0
1023,2017-09-01,0
1024,2018-06-01,0
1025,2018-09-01,0
1026,2017-07-01,0
1027,2018-11-01,0
1028,2018-08-01,0
1030,2017-07-01,0
1031,2017-09-01,0
1032,2018-05-01,0
1033,2018-12-01,0
1035,2018-05-01,0
1036,2018-02-01,0
1038,2018-06-01,0
1040,2018-02-01,0
1041,2018-05-01,0
1042,2017-07-01,0
1043,2018-02-01,0
1044,2018-07-01,0
1047,2018-12-01,0
1049,2018-08-01,0
1050,2018-05-01,1
1051,2017-09-01,0
1052,2018-04-01,0
1054,2017-08-01,0
1057,2018-11-01,0
1058,2018-01-01,0
1061,2017-08-01,0
1062,2017-09-01,0
1063,2018-10-01,0
1065,2017-07-01,0
1066,2018-10-01,0
1067,2017-10-01,0
1068,2018-10-01,0
1069,2018-09-01,0
1070,2017-09-01,0
1071,2018-11-01,0
1073,2017-12-01,1
1076,2017-07-01,0
1077,2017-12-01,0
1078,2017-12-01,0
1079,2018-05-01,0
1080,2017-10-01,0
1084,2017-11-01,0
1085,2017-07-01,0
1088,2018-01-01,0
1089,2018-10-01,0
1091,2017-07-01,0
1092,2017-07-01,0
1093,2017-07-01,0
1094,2017-10-01,0
1096,2017-08-01,0
1099,2018-09-01,0
1103,2017-08-01,1
1104,2018-11-01,1
1105,2017-12-01,0
1106,2018-05-01,1
1107,2018-01-01,0
1109,2017-12-01,0
1110,2017-08-01,0
1111,2018-11-01,1
1112,2018-11-01,0
1115,2018-06-01,1
1117,2017-09-01,0
1121,2018-11-01,0
1125,2018-05-01,0
1127,2017-07-01,0
1128,2018-05-01,0
1129,2017-11-01,0
1130,2017-09-01,0
1131,2018-07-01,1
1132,2017-09-01,0
1133,2018-11-01,0
1134,2018-07-01,0
1138,2018-07-01,0
1139,2018-12-01,0
1140,2018-08-01,0
1141,2018-10-01,0
1142,2017-09-01,0
1145,2018-05-01,0
1146,2017-10-01,0
1148,2018-12-01,0
1149,2017-08-01,0
1150,2017-11-01,0
1151,2018-07-01,1
1152,2017-07-01,0
1153,2018-01-01,0
1154,2017-09-01,0
1155,2018-08-01,1
1156,2018-12-01,1
1157,2018-12-01,0
1158,2018-07-01,0
1160,2018-12-01,0
1161,2018-09-01,0
1162,2018-07-01,0
1163,2017-08-01,0
1164,2017-08-01,0
1165,2018-09-01,0
1166,2017-07-01,0
1167,2017-08-01,0
1168,2017-12-01,0
1171,2018-06-01,0
1172,2018-03-01,1
1173,2018-12-01,0
1174,2018-04-01,0
1175,2017-11-01,0
1176,2018-01-01,1
1177,2018-03-01,0
1178,2017-12-01,1
1180,2017-09-01,0
1182,2017-11-01,0
1185,2018-04-01,0
1187,2018-09-01,0
1188,2018-06-01,0
1189,2018-08-01,0
1190,2018-10-01,1
1192,2018-01-01,0
1193,2018-10-01,0
1196,2018-08-01,0
1197,2018-05-01,0
1198,2017-10-01,0
1199,2017-12-01,0
1201,2018-03-01,1
1203,2018-07-01,0
1205,2018-02-01,0
1206,2018-05-01,0
1207,2018-08-01,0
1208,2018-07-01,0
1209,2018-11-01,0
1210,2018-06-01,1
1212,2018-01-01,0
1213,2018-10-01,0
1214,2018-05-01,0
1218,2017-10-01,0
1219,2017-10-01,0
1220,2018-06-01,0
1221,2018-07-01,0
1223,2018-11-01,0
1224,2018-04-01,0
1226,2018-08-01,1
1228,2018-06-01,0
1229,2017-10-01,0
1230,2017-09-01,0
1231,2017-08-01,1
1232,2018-02-01,1
1233,2018-08-01,1
1234,2018-10-01,1
1236,2017-10-01,0
1238,2018-01-01,0
1240,2017-10-01,1
1241,2017-09-01,0
1242,2018-02-01,0
1243,2018-09-01,0
1244,2018-05-01,0
1246,2018-09-01,0
1247,2018-04-01,0
1248,2018-10-01,0
1250,2018-04-01,0
1251,2017-10-01,0
1252,2018-04-01,0
1254,2017-12-01,0
1255,2018-02-01,1
1257,2017-12-01,1
1258,2018-09-01,0
1259,2018-09-01,0
1260,2018-02-01,0
1262,2017-07-01,0
1263,2018-03-01,1
1264,2018-02-01,0
1265,2018-05-01,0
1266,2018-06-01,0
1267,2018-06-01,0
1268,2017-10-01,0
1269,2017-12-01,0
1270,2017-09-01,0
1271,2018-08-01,0
1272,2018-03-01,0
1274,2018-08-01,0
1275,2018-09-01,0
1276,2018-11-01,0
1278,2018-08-01,0
1279,2018-10-01,0
1280,2018-09-01,0
1281,2018-10-01,0
1282,2018-09-01,0
1283,2018-02-01,0
1284,2017-12-01,0
1286,2018-03-01,0
1287,2018-08-01,0
1288,2017-11-01,0
1289,2018-05-01,0
1290,2018-07-01,0
1291,2018-10-01,0
1292,2018-07-01,0
1293,2018-03-01,0
1294,2018-04-01,1
1298,2018-07-01,0
1301,2018-12-01,0
1302,2017-12-01,1
1303,2018-08-01,0
1305,2017-10-01,0
1308,2018-07-01,0
1309,2018-12-01,0
1310,2018-07-01,0
1311,2018-01-01,0
1314,2017-12-01,0
1315,2018-02-01,0
1316,2018-07-01,0
1320,2018-04-01,0
1321,2018-06-01,0
1322,2017-07-01,0
1323,2017-09-01,0
1325,2017-08-01,0
1326,2017-08-01,0
1332,2017-08-01,0
1333,2017-08-01,0
1334,2018-01-01,0
1335,2018-08-01,0
1336,2018-03-01,0
1338,2018-06-01,0
1339,2017-11-01,0
1340,2018-12-01,0
1341,2018-02-01,0
1342,2017-08-01,0
1343,2018-12-01,0
1345,2017-07-01,0
1346,2018-05-01,0
1348,2018-11-01,0
1350,2018-04-01,0
1351,2018-03-01,0
1352,2018-04-01,1
1353,2018-12-01,0
1355,2017-10-01,0
1356,2017-12-01,0
1357,2018-09-01,0
1358,2018-11-01,0
1359,2017-09-01,1
1361,2017-09-01,0
1363,2018-07-01,0
1364,2018-03-01,0
1365,2018-07-01,0
1367,2017-08-01,0
1368,2018-07-01,1
1369,2018-12-01,1
1371,2018-05-01,0
1373,2018-05-01,0
1374,2018-02-01,0
1376,2018-11-01,0
1377,2017-10-01,0
1378,2018-11-01,0
1380,2018-04-01,0
1381,2017-07-01,1
1383,2018-10-01,0
1385,2018-03-01,0
1386,2017-07-01,0
1387,2018-11-01,0
1388,2018-07-01,1
1389,2017-12-01,0
1391,2018-07-01,0
1392,2018-06-01,0
1393,2017-10-01,0
1394,2018-12-01,0
1395,2017-10-01,0
1396,2018-05-01,0
1401,2018-08-01,0
1402,2017-11-01,0
1407,2018-10-01,0
1408,2017-10-01,0
1409,2018-07-01,0
1410,2018-05-01,0
1412,2018-04-01,0
1413,2018-02-01,0
1414,2017-08-01,0
1417,2017-07-01,0
1418,2018-05-01,0
1419,2018-06-01,0
1420,2018-06-01,0
1422,2017-10-01,0
1423,2018-02-01,0
1424,2018-06-01,1
1425,2017-11-01,0
1427,2017-12-01,0
1430,2017-08-01,0
1431,2018-10-01,0
1432,2017-12-01,0
1433,2018-07-01,1
1434,2017-11-01,0
1435,2018-02-01,0
1436,2017-11-01,0
1437,2018-06-01,0
1439,2017-11-01,1
1441,2018-09-01,0
1443,2018-12-01,0
1446,2018-06-01,0
1447,2017-07-01,0
1448,2017-09-01,0
1449,2018-01-01,0
1450,2017-12-01,0
1455,2018-10-01,0
1456,2018-08-01,0
1457,2018-10-01,0
1459,2018-04-01,0
1460,2018-11-01,0
1465,2018-09-01,0
1466,2017-08-01,0
1467,2018-12-01,0
1468,2018-03-01,0
1470,2018-12-01,0
1471,2018-07-01,0
1474,2018-03-01,0
1476,2018-05-01,1
1478,2018-02-01,0
1480,2018-06-01,0
1481,2018-07-01,0
1483,2018-11-01,0
1485,2018-03-01,0
1486,2018-07-01,0
1487,2018-05-01,0
1488,2018-09-01,1
1489,2017-12-01,1
1491,2018-02-01,0
1492,2018-09-01,0
1493,2017-09-01,0
1495,2018-04-01,0
1497,2018-03-01,0
1498,2018-08-01,0
1499,2018-06-01,0
1501,2018-07-01,0
1503,2018-07-01,0
1504,2017-09-01,0
1505,2017-07-01,0
1506,2018-04-01,0
1509,2018-10-01,0
1510,2017-10-01,1
1511,2018-10-01,0
1512,2018-04-01,0
1513,2017-11-01,0
1514,2017-07-01,0
1515,2018-03-01,0
1516,2018-02-01,0
1517,2017-11-01,0
1518,2018-01-01,0
1519,2017-07-01,0
1520,2018-09-01,0
1523,2018-11-01,0
1524,2018-05-01,0
1525,2018-05-01,0
1526,2018-02-01,0
1528,2017-10-01,0
1529,2018-09-01,0
1530,2018-08-01,0
1531,2017-07-01,0
1532,2018-04-01,0
1533,2018-01-01,0
1535,2017-11-01,0
1536,2018-11-01,0
1537,2018-07-01,0
1538,2018-10-01,0
1539,2018-12-01,0
1542,2018-09-01,0
1543,2018-10-01,1
1546,2018-02-01,1
1549,2018-12-01,1
1550,2018-06-01,0
1553,2018-10-01,0
1555,2018-08-01,1
1556,2018-07-01,0
1557,2018-12-01,0
1558,2018-01-01,0
1560,2018-09-01,0
1561,2018-02-01,1
1563,2018-06-01,0
1565,2017-08-01,0
1567,2017-07-01,1
1568,2018-04-01,1
1569,2017-09-01,0
1570,2018-07-01,0
1571,2018-12-01,0
1573,2018-05-01,0
1574,2018-10-01,0
1575,2018-08-01,0
1576,2018-11-01,1
1578,2018-10-01,0
1579,2018-05-01,0
1581,2017-10-01,1
1582,2017-09-01,0
1584,2017-10-01,0
1585,2018-01-01,0
1587,2018-12-01,0
1589,2018-12-01,0
1590,2018-10-01,0
1591,2018-03-01,0
1592,2017-07-01,0
1593,2018-08-01,1
1594,2017-09-01,0
1595,2018-02-01,0
1596,2018-06-01,1
1597,2017-07-01,0
1598,2018-07-01,0
1601,2018-06-01,0
1606,2018-01-01,1
1607,2018-06-01,0
1608,2018-02-01,0
1610,2017-12-01,0
1611,2018-04-01,0
1612,2017-08-01,0
1614,2018-10-01,0
1615,2017-09-01,0
1616,2017-12-01,0
1617,2018-08-01,0
1618,2018-07-01,0
1621,2018-01-01,0
1623,2018-05-01,0
1625,2017-12-01,0
1626,2017-07-01,0
1628,2017-08-01,0
1629,2018-03-01,0
1632,2017-08-01,0
1633,2018-03-01,0
1634,2017-09-01,0
1636,2018-11-01,0
1638,2018-11-01,1
1640,2018-12-01,0
1641,2018-10-01,0
1644,2017-07-01,0
1646,2018-12-01,0
1647,2018-12-01,0
1648,2018-04-01,0
1650,2018-04-01,0
1651,2017-08-01,0
1654,2017-12-01,0
1655,2017-09-01,0
1657,2018-08-01,1
1658,2018-09-01,0
1659,2017-12-01,0
1661,2018-05-01,0
1662,2017-07-01,0
1664,2018-07-01,0
1665,2018-01-01,0
1666,2018-11-01,0
1667,2018-07-01,0
1668,2017-07-01,0
1670,2018-04-01,0
1671,2018-11-01,0
1673,2018-09-01,0
1674,2017-11-01,1
1675,2018-11-01,0
1676,2018-01-01,0
1677,2017-12-01,0
1678,2018-04-01,0
1680,2018-02-01,1
1682,2018-03-01,1
1683,2018-07-01,0
1684,2018-03-01,0
1689,2018-02-01,0
1691,2018-12-01,0
1693,2018-09-01,0
1695,2018-05-01,0
1696,2018-04-01,0
1697,2017-09-01,0
1698,2018-01-01,0
1699,2018-08-01,0
1703,2017-11-01,0
1704,2018-11-01,0
1705,2017-09-01,0
1706,2018-11-01,0
1707,2018-03-01,0
1708,2018-05-01,0
1709,2018-12-01,0
1710,2018-05-01,0
1712,2018-07-01,0
1714,2018-10-01,0
1715,2018-02-01,0
1717,2018-04-01,0
1718,2018-07-01,0
1719,2017-10-01,0
1720,2017-09-01,0
1721,2018-08-01,0
1722,2017-11-01,0
1725,2018-11-01,0
1726,2018-12-01,0
1728,2018-09-01,0
1729,2017-08-01,0
1730,2018-04-01,0
1731,2018-06-01,0
1733,2017-12-01,0
1735,2018-06-01,0
1736,2018-03-01,0
1737,2017-10-01,0
1738,2017-09-01,0
1739,2018-03-01,0
1740,2017-08-01,0
1742,2017-08-01,0
1744,2018-03-01,0
1745,2018-01-01,1
1746,2017-11-01,0
1747,2018-08-01,0
1748,2017-07-01,0
1750,2018-02-01,0
1751,2018-05-01,0
1753,2018-10-01,0
1755,2018-03-01,0
1756,2018-05-01,0
1757,2018-05-01,0
1759,2017-10-01,1
1765,2018-07-01,0
1766,2018-07-01,0
1767,2018-11-01,1
1770,2018-01-01,0
1771,2018-03-01,0
1773,2018-04-01,0
1774,2017-12-01,0
1775,2018-08-01,0
1777,2018-02-01,0
1780,2018-02-01,0
1781,2018-07-01,0
1783,2018-12-01,0
1784,2017-12-01,0
1785,2018-09-01,0
1786,2018-09-01,0
1787,2018-10-01,0
1788,2017-07-01,0
1789,2018-02-01,0
1791,2017-12-01,0
1792,2017-08-01,1
1793,2018-02-01,0
1794,2018-02-01,0
1795,2017-11-01,0
1796,2017-10-01,0
1797,2018-03-01,0
1799,2017-07-01,0
1800,2018-01-01,0
1801,2017-08-01,0
1802,2018-01-01,1
1803,2018-08-01,0
1804,2018-01-01,0
1807,2018-09-01,0
1809,2018-10-01,0
1811,2018-05-01,0
1813,2018-06-01,0
1816,2018-09-01,0
1819,2018-11-01,0
1820,2018-01-01,0
1822,2018-11-01,0
1824,2018-01-01,0
1826,2017-09-01,1
1827,2018-06-01,0
1828,2017-11-01,0
1829,2017-11-01,0
1830,2018-08-01,0
1831,2018-02-01,0
